timestamp,ocupados,registrado_ratio,hora,dia_semana
2025-12-10 21:15:00,9,0.9353980386442345,21,2
2025-12-10 21:20:00,9,0.8938084921828244,21,2
2025-12-10 21:25:00,9,0.8709757694493101,21,2
2025-12-10 21:30:00,9,0.98,21,2
2025-12-10 21:35:00,9,0.9314330455841018,21,2
2025-12-10 21:40:00,10,0.9035629107666505,21,2
2025-12-10 21:45:00,11,0.98,21,2
2025-12-10 21:50:00,9,0.8652736320301735,21,2
2025-12-10 21:55:00,12,0.912819231468696,21,2
2025-12-10 22:00:00,13,0.8757181727182606,22,2
2025-12-10 22:05:00,13,0.9042157950856164,22,2
2025-12-10 22:10:00,12,0.9335029819519574,22,2
2025-12-10 22:15:00,12,0.9457575517310743,22,2
2025-12-10 22:20:00,11,0.8862707891882852,22,2
2025-12-10 22:25:00,9,0.9066350623719676,22,2
2025-12-10 22:30:00,8,0.9212252597037768,22,2
2025-12-10 22:35:00,8,0.9601103130121842,22,2
2025-12-10 22:40:00,10,0.913819772830004,22,2
2025-12-10 22:45:00,9,0.9296998716508489,22,2
2025-12-10 22:50:00,8,0.9236195912651151,22,2
2025-12-10 22:55:00,12,0.98,22,2
2025-12-10 23:00:00,11,0.8614623199265199,23,2
2025-12-10 23:05:00,11,0.9682341448355294,23,2
2025-12-10 23:10:00,10,0.8341084388104538,23,2
2025-12-10 23:15:00,9,0.8988224229053571,23,2
2025-12-10 23:20:00,9,0.8496908643457348,23,2
2025-12-10 23:25:00,11,0.8685030967490388,23,2
2025-12-10 23:30:00,13,0.98,23,2
2025-12-10 23:35:00,11,0.9336622220376204,23,2
2025-12-10 23:40:00,10,0.9101888861623156,23,2
2025-12-10 23:45:00,11,0.9049537571507961,23,2
2025-12-10 23:50:00,9,0.9104730502410134,23,2
2025-12-10 23:55:00,9,0.8977869112472394,23,2
2025-12-11 00:00:00,11,0.9262171731067387,0,3
2025-12-11 00:05:00,11,0.9200033757236566,0,3
2025-12-11 00:10:00,11,0.9161085360634604,0,3
2025-12-11 00:15:00,14,0.9354338621022601,0,3
2025-12-11 00:20:00,11,0.9676457181235546,0,3
2025-12-11 00:25:00,12,0.8502165605210323,0,3
2025-12-11 00:30:00,13,0.8755827726234209,0,3
2025-12-11 00:35:00,13,0.9220986719342498,0,3
2025-12-11 00:40:00,12,0.9099209048717246,0,3
2025-12-11 00:45:00,13,0.8173336623627482,0,3
2025-12-11 00:50:00,12,0.931839759587484,0,3
2025-12-11 00:55:00,9,0.9331198193485645,0,3
2025-12-11 01:00:00,8,0.9545531205479276,1,3
2025-12-11 01:05:00,8,0.8778840595718421,1,3
2025-12-11 01:10:00,10,0.9433062096795083,1,3
2025-12-11 01:15:00,12,0.9375634671571831,1,3
2025-12-11 01:20:00,13,0.9531195270718824,1,3
2025-12-11 01:25:00,12,0.8921030470679889,1,3
2025-12-11 01:30:00,11,0.9512940136967065,1,3
2025-12-11 01:35:00,12,0.9500347595492504,1,3
2025-12-11 01:40:00,13,0.8571183897738704,1,3
2025-12-11 01:45:00,11,0.899268806305349,1,3
2025-12-11 01:50:00,12,0.8920427828568502,1,3
2025-12-11 01:55:00,11,0.871337594024755,1,3
2025-12-11 02:00:00,11,0.9662124814442679,2,3
2025-12-11 02:05:00,8,0.9321746691612104,2,3
2025-12-11 02:10:00,9,0.98,2,3
2025-12-11 02:15:00,8,0.9436362529117343,2,3
2025-12-11 02:20:00,10,0.9347342645080263,2,3
2025-12-11 02:25:00,10,0.9525505475986484,2,3
2025-12-11 02:30:00,11,0.9293760357079479,2,3
2025-12-11 02:35:00,10,0.9140988527903859,2,3
2025-12-11 02:40:00,10,0.9599929698764118,2,3
2025-12-11 02:45:00,9,0.979258221906359,2,3
2025-12-11 02:50:00,8,0.9280922476732478,2,3
2025-12-11 02:55:00,9,0.9731584236174796,2,3
2025-12-11 03:00:00,11,0.9421646600529637,3,3
2025-12-11 03:05:00,12,0.8398591083173395,3,3
2025-12-11 03:10:00,12,0.9243152177737214,3,3
2025-12-11 03:15:00,10,0.8699341114357545,3,3
2025-12-11 03:20:00,8,0.9375854642406798,3,3
2025-12-11 03:25:00,9,0.8634893646443054,3,3
2025-12-11 03:30:00,8,0.9011289586544666,3,3
2025-12-11 03:35:00,9,0.9255296572823473,3,3
2025-12-11 03:40:00,10,0.9412025882240587,3,3
2025-12-11 03:45:00,10,0.9278710438662783,3,3
2025-12-11 03:50:00,10,0.9408466902292846,3,3
2025-12-11 03:55:00,10,0.953180761680963,3,3
2025-12-11 04:00:00,8,0.8607125841022872,4,3
2025-12-11 04:05:00,7,0.9499773559891097,4,3
2025-12-11 04:10:00,8,0.9635686998684317,4,3
2025-12-11 04:15:00,9,0.9741434355827759,4,3
2025-12-11 04:20:00,9,0.8962239859120507,4,3
2025-12-11 04:25:00,8,0.9056793324770229,4,3
2025-12-11 04:30:00,11,0.8647127393849184,4,3
2025-12-11 04:35:00,10,0.9389878835385281,4,3
2025-12-11 04:40:00,8,0.9571318796627394,4,3
2025-12-11 04:45:00,8,0.8772099035484124,4,3
2025-12-11 04:50:00,9,0.9124302263625438,4,3
2025-12-11 04:55:00,10,0.9728264662211267,4,3
2025-12-11 05:00:00,9,0.9626888966628794,5,3
2025-12-11 05:05:00,12,0.9353350845272989,5,3
2025-12-11 05:10:00,13,0.98,5,3
2025-12-11 05:15:00,15,0.926407623732683,5,3
2025-12-11 05:20:00,15,0.9333228149047302,5,3
2025-12-11 05:25:00,16,0.8866652477620238,5,3
2025-12-11 05:30:00,13,0.8753046354804157,5,3
2025-12-11 05:35:00,13,0.98,5,3
2025-12-11 05:40:00,13,0.9339083380980383,5,3
2025-12-11 05:45:00,13,0.9274130259766153,5,3
2025-12-11 05:50:00,14,0.9625540613093744,5,3
2025-12-11 05:55:00,14,0.98,5,3
2025-12-11 06:00:00,18,0.9236608071269283,6,3
2025-12-11 06:05:00,19,0.9131836967534319,6,3
2025-12-11 06:10:00,20,0.8859385124325694,6,3
2025-12-11 06:15:00,23,0.9346612562894893,6,3
2025-12-11 06:20:00,24,0.9076530777781435,6,3
2025-12-11 06:25:00,22,0.9065757052752542,6,3
2025-12-11 06:30:00,20,0.9745544891925564,6,3
2025-12-11 06:35:00,20,0.8598998617583642,6,3
2025-12-11 06:40:00,19,0.98,6,3
2025-12-11 06:45:00,20,0.9386032083800123,6,3
2025-12-11 06:50:00,20,0.9239790989206296,6,3
2025-12-11 06:55:00,22,0.9337858090494421,6,3
2025-12-11 07:00:00,24,0.955912616336422,7,3
2025-12-11 07:05:00,25,0.8844921737714176,7,3
2025-12-11 07:10:00,27,0.9761528556826623,7,3
2025-12-11 07:15:00,30,0.9252594326722181,7,3
2025-12-11 07:20:00,33,0.9055291809022332,7,3
2025-12-11 07:25:00,32,0.9380933580257256,7,3
2025-12-11 07:30:00,32,0.8984491472952904,7,3
2025-12-11 07:35:00,30,0.8885373689958332,7,3
2025-12-11 07:40:00,29,0.9299066360443577,7,3
2025-12-11 07:45:00,29,0.9136326051447976,7,3
2025-12-11 07:50:00,29,0.9482739856359621,7,3
2025-12-11 07:55:00,31,0.9422613377100506,7,3
2025-12-11 08:00:00,35,0.9165162331578997,8,3
2025-12-11 08:05:00,34,0.8787094931768866,8,3
2025-12-11 08:10:00,33,0.9171727847339172,8,3
2025-12-11 08:15:00,34,0.8893785889028115,8,3
2025-12-11 08:20:00,36,0.9136140677031194,8,3
2025-12-11 08:25:00,37,0.9275189434994442,8,3
2025-12-11 08:30:00,37,0.9304814324829753,8,3
2025-12-11 08:35:00,37,0.8618071005896885,8,3
2025-12-11 08:40:00,39,0.9098993066278814,8,3
2025-12-11 08:45:00,36,0.8737460935893867,8,3
2025-12-11 08:50:00,35,0.9485758593052264,8,3
2025-12-11 08:55:00,35,0.8865014638365923,8,3
2025-12-11 09:00:00,37,0.8711050274984039,9,3
2025-12-11 09:05:00,39,0.8539296340728293,9,3
2025-12-11 09:10:00,37,0.8991764634857836,9,3
2025-12-11 09:15:00,37,0.8490015176143149,9,3
2025-12-11 09:20:00,36,0.9709778886776496,9,3
2025-12-11 09:25:00,35,0.9416452644321813,9,3
2025-12-11 09:30:00,36,0.8525761073046078,9,3
2025-12-11 09:35:00,35,0.9294110444635306,9,3
2025-12-11 09:40:00,35,0.8877360438277051,9,3
2025-12-11 09:45:00,35,0.9296657808670701,9,3
2025-12-11 09:50:00,37,0.9023739031372103,9,3
2025-12-11 09:55:00,37,0.8952133626348555,9,3
2025-12-11 10:00:00,35,0.9035344671113517,10,3
2025-12-11 10:05:00,33,0.8234887867628204,10,3
2025-12-11 10:10:00,36,0.9037892293820268,10,3
2025-12-11 10:15:00,33,0.9085510820063732,10,3
2025-12-11 10:20:00,31,0.9431824456990592,10,3
2025-12-11 10:25:00,29,0.9479678692677955,10,3
2025-12-11 10:30:00,30,0.9065069935172598,10,3
2025-12-11 10:35:00,31,0.8507731357797113,10,3
2025-12-11 10:40:00,30,0.98,10,3
2025-12-11 10:45:00,32,0.8758503720887197,10,3
2025-12-11 10:50:00,32,0.8852381100854088,10,3
2025-12-11 10:55:00,33,0.9070483318285361,10,3
2025-12-11 11:00:00,31,0.8839030762082996,11,3
2025-12-11 11:05:00,30,0.8517739113593794,11,3
2025-12-11 11:10:00,29,0.8990912521532128,11,3
2025-12-11 11:15:00,28,0.9308947902109697,11,3
2025-12-11 11:20:00,26,0.9534323158525735,11,3
2025-12-11 11:25:00,29,0.9368075439489976,11,3
2025-12-11 11:30:00,28,0.9526710346880317,11,3
2025-12-11 11:35:00,30,0.8991470832545087,11,3
2025-12-11 11:40:00,28,0.9516320688471596,11,3
2025-12-11 11:45:00,28,0.9030090508882764,11,3
2025-12-11 11:50:00,28,0.9580821461255956,11,3
2025-12-11 11:55:00,26,0.8887033466415422,11,3
2025-12-11 12:00:00,24,0.883393755366163,12,3
2025-12-11 12:05:00,26,0.910197573952372,12,3
2025-12-11 12:10:00,26,0.961966944857654,12,3
2025-12-11 12:15:00,25,0.942341958370969,12,3
2025-12-11 12:20:00,26,0.9194541283281882,12,3
2025-12-11 12:25:00,26,0.9195166139684693,12,3
2025-12-11 12:30:00,25,0.8574608820852525,12,3
2025-12-11 12:35:00,26,0.8791087887341069,12,3
2025-12-11 12:40:00,28,0.8287704861851232,12,3
2025-12-11 12:45:00,26,0.9784471546688132,12,3
2025-12-11 12:50:00,28,0.8743935632349509,12,3
2025-12-11 12:55:00,28,0.9223309732374179,12,3
2025-12-11 13:00:00,29,0.9311257490581851,13,3
2025-12-11 13:05:00,31,0.9522803312777789,13,3
2025-12-11 13:10:00,28,0.9600698159060603,13,3
2025-12-11 13:15:00,28,0.8456065837381749,13,3
2025-12-11 13:20:00,30,0.98,13,3
2025-12-11 13:25:00,30,0.8842747751366056,13,3
2025-12-11 13:30:00,30,0.8793972837708474,13,3
2025-12-11 13:35:00,34,0.9654419473422172,13,3
2025-12-11 13:40:00,34,0.9455850563799161,13,3
2025-12-11 13:45:00,35,0.9454148457144511,13,3
2025-12-11 13:50:00,36,0.9336316563200843,13,3
2025-12-11 13:55:00,35,0.897752321646035,13,3
2025-12-11 14:00:00,36,0.98,14,3
2025-12-11 14:05:00,36,0.9740250048381063,14,3
2025-12-11 14:10:00,35,0.8762611451815208,14,3
2025-12-11 14:15:00,35,0.8678939153266214,14,3
2025-12-11 14:20:00,34,0.98,14,3
2025-12-11 14:25:00,34,0.9299514923920433,14,3
2025-12-11 14:30:00,33,0.8767029121044686,14,3
2025-12-11 14:35:00,32,0.8699873784430742,14,3
2025-12-11 14:40:00,33,0.848531699545277,14,3
2025-12-11 14:45:00,34,0.9623689495558528,14,3
2025-12-11 14:50:00,34,0.886198186881234,14,3
2025-12-11 14:55:00,33,0.9351712013746065,14,3
2025-12-11 15:00:00,34,0.9147108537387532,15,3
2025-12-11 15:05:00,32,0.928689247792421,15,3
2025-12-11 15:10:00,30,0.9301153925987959,15,3
2025-12-11 15:15:00,28,0.9324581133721376,15,3
2025-12-11 15:20:00,28,0.9309281609140849,15,3
2025-12-11 15:25:00,27,0.9775110775966586,15,3
2025-12-11 15:30:00,24,0.8455261938702996,15,3
2025-12-11 15:35:00,25,0.9152955657829952,15,3
2025-12-11 15:40:00,23,0.935837354977233,15,3
2025-12-11 15:45:00,23,0.9048077395284042,15,3
2025-12-11 15:50:00,22,0.9069495197990785,15,3
2025-12-11 15:55:00,26,0.9065624309983942,15,3
2025-12-11 16:00:00,26,0.98,16,3
2025-12-11 16:05:00,25,0.9346189789057134,16,3
2025-12-11 16:10:00,26,0.8917094188019415,16,3
2025-12-11 16:15:00,25,0.9004099926839517,16,3
2025-12-11 16:20:00,24,0.9311430365804723,16,3
2025-12-11 16:25:00,24,0.936998635897446,16,3
2025-12-11 16:30:00,23,0.880719223206788,16,3
2025-12-11 16:35:00,22,0.9233592401325782,16,3
2025-12-11 16:40:00,22,0.8663129933451638,16,3
2025-12-11 16:45:00,21,0.9181365091864264,16,3
2025-12-11 16:50:00,20,0.9489713070982492,16,3
2025-12-11 16:55:00,18,0.8416563423841188,16,3
2025-12-11 17:00:00,17,0.9158631954570147,17,3
2025-12-11 17:05:00,17,0.957905984393932,17,3
2025-12-11 17:10:00,15,0.8762670456845048,17,3
2025-12-11 17:15:00,17,0.9027464224704196,17,3
2025-12-11 17:20:00,13,0.8866785310881595,17,3
2025-12-11 17:25:00,13,0.9215432449192367,17,3
2025-12-11 17:30:00,14,0.8929593077727452,17,3
2025-12-11 17:35:00,14,0.8585743172029553,17,3
2025-12-11 17:40:00,15,0.9141023004032733,17,3
2025-12-11 17:45:00,15,0.98,17,3
2025-12-11 17:50:00,13,0.9227967832397931,17,3
2025-12-11 17:55:00,12,0.9358813320006197,17,3
2025-12-11 18:00:00,11,0.959496205801856,18,3
2025-12-11 18:05:00,13,0.941176536285029,18,3
2025-12-11 18:10:00,11,0.9072837380548615,18,3
2025-12-11 18:15:00,11,0.8971420312321305,18,3
2025-12-11 18:20:00,13,0.9132112081431849,18,3
2025-12-11 18:25:00,13,0.9230285315182734,18,3
2025-12-11 18:30:00,13,0.9666123014218871,18,3
2025-12-11 18:35:00,14,0.9435818754414241,18,3
2025-12-11 18:40:00,13,0.9576115785953436,18,3
2025-12-11 18:45:00,13,0.9554557583827181,18,3
2025-12-11 18:50:00,14,0.9315743662782845,18,3
2025-12-11 18:55:00,14,0.802776224965889,18,3
2025-12-11 19:00:00,10,0.8510614637037833,19,3
2025-12-11 19:05:00,11,0.8735028487944028,19,3
2025-12-11 19:10:00,12,0.900638794737093,19,3
2025-12-11 19:15:00,13,0.9363214470752507,19,3
2025-12-11 19:20:00,13,0.879906240772368,19,3
2025-12-11 19:25:00,12,0.8654103339119374,19,3
2025-12-11 19:30:00,11,0.9569743102874974,19,3
2025-12-11 19:35:00,11,0.915752722775097,19,3
2025-12-11 19:40:00,12,0.8800115108532248,19,3
2025-12-11 19:45:00,13,0.9035065251118108,19,3
2025-12-11 19:50:00,12,0.9385347922413075,19,3
2025-12-11 19:55:00,11,0.949423323697135,19,3
2025-12-11 20:00:00,12,0.8638292360763701,20,3
2025-12-11 20:05:00,11,0.9006883936510143,20,3
2025-12-11 20:10:00,13,0.98,20,3
2025-12-11 20:15:00,13,0.9341088065210538,20,3
2025-12-11 20:20:00,13,0.9252305675164618,20,3
2025-12-11 20:25:00,13,0.8908285225450536,20,3
2025-12-11 20:30:00,13,0.9201197316479983,20,3
2025-12-11 20:35:00,13,0.9050063414840956,20,3
2025-12-11 20:40:00,13,0.8706074765235409,20,3
2025-12-11 20:45:00,12,0.8537961862725927,20,3
2025-12-11 20:50:00,10,0.9220869327463014,20,3
2025-12-11 20:55:00,10,0.9447880786192993,20,3
2025-12-11 21:00:00,11,0.9363931382931477,21,3
2025-12-11 21:05:00,8,0.9054224699094215,21,3
2025-12-11 21:10:00,7,0.9198146811110263,21,3
2025-12-11 21:15:00,9,0.9281110019300948,21,3
2025-12-11 21:20:00,10,0.8988832945070275,21,3
2025-12-11 21:25:00,11,0.8976891461604231,21,3
2025-12-11 21:30:00,12,0.8818083273147672,21,3
2025-12-11 21:35:00,13,0.9240770354949064,21,3
2025-12-11 21:40:00,11,0.8984934969238791,21,3
2025-12-11 21:45:00,10,0.9375004899447948,21,3
2025-12-11 21:50:00,9,0.9243859101829603,21,3
2025-12-11 21:55:00,9,0.9788805826596054,21,3
2025-12-11 22:00:00,10,0.9247339165355282,22,3
2025-12-11 22:05:00,10,0.9781620072582984,22,3
2025-12-11 22:10:00,11,0.8942253151914791,22,3
2025-12-11 22:15:00,10,0.9382009488139008,22,3
2025-12-11 22:20:00,11,0.9121245720518436,22,3
2025-12-11 22:25:00,10,0.8562882296111389,22,3
2025-12-11 22:30:00,10,0.9727605279096558,22,3
2025-12-11 22:35:00,10,0.9774120062658176,22,3
2025-12-11 22:40:00,10,0.9373037780690461,22,3
2025-12-11 22:45:00,10,0.9036666734869333,22,3
2025-12-11 22:50:00,8,0.9461297953312491,22,3
2025-12-11 22:55:00,7,0.9203402250689262,22,3
2025-12-11 23:00:00,8,0.8937578025343613,23,3
2025-12-11 23:05:00,11,0.9397822662129142,23,3
2025-12-11 23:10:00,13,0.9652039726561806,23,3
2025-12-11 23:15:00,13,0.9407864229338602,23,3
2025-12-11 23:20:00,13,0.8657674411549379,23,3
2025-12-11 23:25:00,14,0.9536088065077679,23,3
2025-12-11 23:30:00,13,0.8739100463489293,23,3
2025-12-11 23:35:00,12,0.9231595486536004,23,3
2025-12-11 23:40:00,12,0.9340813788721171,23,3
2025-12-11 23:45:00,12,0.9201243420074255,23,3
2025-12-11 23:50:00,11,0.9126329701393912,23,3
2025-12-11 23:55:00,13,0.9160621599076848,23,3
2025-12-12 00:00:00,10,0.8842317059208209,0,4
2025-12-12 00:05:00,9,0.975268303735112,0,4
2025-12-12 00:10:00,11,0.9224681853620148,0,4
2025-12-12 00:15:00,11,0.9201518500648584,0,4
2025-12-12 00:20:00,9,0.8399381702224529,0,4
2025-12-12 00:25:00,9,0.9476041769905605,0,4
2025-12-12 00:30:00,9,0.9607617477296705,0,4
2025-12-12 00:35:00,10,0.9585063028994737,0,4
2025-12-12 00:40:00,10,0.9479126735600002,0,4
2025-12-12 00:45:00,10,0.978918142887583,0,4
2025-12-12 00:50:00,7,0.8725171829450252,0,4
2025-12-12 00:55:00,7,0.8597069740890781,0,4
2025-12-12 01:00:00,6,0.98,1,4
2025-12-12 01:05:00,7,0.9054566683877281,1,4
2025-12-12 01:10:00,5,0.9153247925436591,1,4
2025-12-12 01:15:00,5,0.855991766038261,1,4
2025-12-12 01:20:00,6,0.9346483839113575,1,4
2025-12-12 01:25:00,5,0.9541874292054225,1,4
2025-12-12 01:30:00,6,0.9195744529352723,1,4
2025-12-12 01:35:00,6,0.9346145496825508,1,4
2025-12-12 01:40:00,7,0.98,1,4
2025-12-12 01:45:00,8,0.9500048724854778,1,4
2025-12-12 01:50:00,12,0.8708800047671001,1,4
2025-12-12 01:55:00,13,0.8776687579664946,1,4
2025-12-12 02:00:00,11,0.9368090683789835,2,4
2025-12-12 02:05:00,10,0.8930315015310197,2,4
2025-12-12 02:10:00,9,0.98,2,4
2025-12-12 02:15:00,10,0.9004369012752431,2,4
2025-12-12 02:20:00,9,0.8139316666032319,2,4
2025-12-12 02:25:00,6,0.8300086488819357,2,4
2025-12-12 02:30:00,8,0.9182225532918259,2,4
2025-12-12 02:35:00,9,0.9513023530286064,2,4
2025-12-12 02:40:00,9,0.9491485693629739,2,4
2025-12-12 02:45:00,10,0.9426475103429933,2,4
2025-12-12 02:50:00,8,0.8726348667240691,2,4
2025-12-12 02:55:00,9,0.8882989667816834,2,4
2025-12-12 03:00:00,10,0.9447276285866121,3,4
2025-12-12 03:05:00,12,0.8799483426897383,3,4
2025-12-12 03:10:00,12,0.9617949124981772,3,4
2025-12-12 03:15:00,11,0.8476921256090028,3,4
2025-12-12 03:20:00,9,0.9586919694337109,3,4
2025-12-12 03:25:00,9,0.9320788297007709,3,4
2025-12-12 03:30:00,8,0.9509797881546149,3,4
2025-12-12 03:35:00,10,0.9007107008518832,3,4
2025-12-12 03:40:00,11,0.9518311203897694,3,4
2025-12-12 03:45:00,11,0.9153800448280427,3,4
2025-12-12 03:50:00,11,0.9460099602231347,3,4
2025-12-12 03:55:00,13,0.9779737920494522,3,4
2025-12-12 04:00:00,13,0.8950559724296715,4,4
2025-12-12 04:05:00,12,0.98,4,4
2025-12-12 04:10:00,12,0.9677447428742552,4,4
2025-12-12 04:15:00,9,0.951833546208791,4,4
2025-12-12 04:20:00,10,0.8669441558672581,4,4
2025-12-12 04:25:00,13,0.9529679847918345,4,4
2025-12-12 04:30:00,12,0.9042170859252243,4,4
2025-12-12 04:35:00,11,0.9538193243392742,4,4
2025-12-12 04:40:00,10,0.8737014147106632,4,4
2025-12-12 04:45:00,10,0.8366239138004611,4,4
2025-12-12 04:50:00,12,0.9099558964785235,4,4
2025-12-12 04:55:00,10,0.9693160773641079,4,4
2025-12-12 05:00:00,10,0.8727999688613097,5,4
2025-12-12 05:05:00,11,0.9361581608294245,5,4
2025-12-12 05:10:00,14,0.9118823222529853,5,4
2025-12-12 05:15:00,13,0.9676165425317498,5,4
2025-12-12 05:20:00,13,0.9191100882060316,5,4
2025-12-12 05:25:00,13,0.9586986509170005,5,4
2025-12-12 05:30:00,12,0.9150476282268136,5,4
2025-12-12 05:35:00,11,0.8770093594472915,5,4
2025-12-12 05:40:00,13,0.9364788632850702,5,4
2025-12-12 05:45:00,15,0.9463155204173272,5,4
2025-12-12 05:50:00,16,0.8880846894552602,5,4
2025-12-12 05:55:00,17,0.8989313843221517,5,4
2025-12-12 06:00:00,21,0.9330737388155209,6,4
2025-12-12 06:05:00,22,0.9156341939375466,6,4
2025-12-12 06:10:00,23,0.8683247092707325,6,4
2025-12-12 06:15:00,26,0.9386471064878925,6,4
2025-12-12 06:20:00,25,0.9035864010661957,6,4
2025-12-12 06:25:00,24,0.9566524576429827,6,4
2025-12-12 06:30:00,24,0.9048125389942976,6,4
2025-12-12 06:35:00,23,0.9731452426739775,6,4
2025-12-12 06:40:00,25,0.8594098089682585,6,4
2025-12-12 06:45:00,26,0.8557891501146974,6,4
2025-12-12 06:50:00,26,0.9422430109529261,6,4
2025-12-12 06:55:00,26,0.9789444556901239,6,4
2025-12-12 07:00:00,25,0.9073024578064928,7,4
2025-12-12 07:05:00,24,0.9237673223292925,7,4
2025-12-12 07:10:00,25,0.933456037547595,7,4
2025-12-12 07:15:00,25,0.9790957453668014,7,4
2025-12-12 07:20:00,27,0.8451512753575605,7,4
2025-12-12 07:25:00,30,0.9127000062939896,7,4
2025-12-12 07:30:00,29,0.9673012296701063,7,4
2025-12-12 07:35:00,30,0.9003337754013807,7,4
2025-12-12 07:40:00,31,0.930236274004169,7,4
2025-12-12 07:45:00,32,0.9405279924430873,7,4
2025-12-12 07:50:00,35,0.8572827833427801,7,4
2025-12-12 07:55:00,37,0.8859136477613763,7,4
2025-12-12 08:00:00,39,0.9588455602729165,8,4
2025-12-12 08:05:00,39,0.9116236469184157,8,4
2025-12-12 08:10:00,41,0.9272525687144568,8,4
2025-12-12 08:15:00,41,0.9568460298557917,8,4
2025-12-12 08:20:00,41,0.9091628747936877,8,4
2025-12-12 08:25:00,39,0.8545814700616857,8,4
2025-12-12 08:30:00,39,0.9024004918188117,8,4
2025-12-12 08:35:00,36,0.9648336260561268,8,4
2025-12-12 08:40:00,37,0.8643725828009898,8,4
2025-12-12 08:45:00,38,0.9316016158593414,8,4
2025-12-12 08:50:00,41,0.9077373751485177,8,4
2025-12-12 08:55:00,40,0.9403959299390615,8,4
2025-12-12 09:00:00,39,0.9786872500283618,9,4
2025-12-12 09:05:00,41,0.9236297025500869,9,4
2025-12-12 09:10:00,41,0.9585184229299779,9,4
2025-12-12 09:15:00,38,0.9383882382005996,9,4
2025-12-12 09:20:00,38,0.8685442665966522,9,4
2025-12-12 09:25:00,35,0.8492951154824248,9,4
2025-12-12 09:30:00,36,0.9194633685230077,9,4
2025-12-12 09:35:00,35,0.9134880401346958,9,4
2025-12-12 09:40:00,34,0.9043728958960322,9,4
2025-12-12 09:45:00,36,0.942532522940657,9,4
2025-12-12 09:50:00,36,0.9511043812111415,9,4
2025-12-12 09:55:00,36,0.8650798793245784,9,4
2025-12-12 10:00:00,35,0.8953482764723157,10,4
2025-12-12 10:05:00,33,0.8771319469255303,10,4
2025-12-12 10:10:00,31,0.9329118985637299,10,4
2025-12-12 10:15:00,31,0.8727408372828472,10,4
2025-12-12 10:20:00,30,0.9730058691549937,10,4
2025-12-12 10:25:00,30,0.939948777642789,10,4
2025-12-12 10:30:00,29,0.98,10,4
